Counter,Accession,Description,Sum(Coverage),Sum(# Proteins),Sum(# Unique Peptides),Sum(# Peptides),Sum(# PSMs),# Peptides A2,# Peptides B2,# Peptides C2,# PSM A2,# PSM B2,# PSM C2,Coverage A2,Coverage B2,Coverage C2,Score A2,Score B2,Score C2,# AAs,MW [kDa],calc. pI
1,P06493,Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3 - [CDK1_HUMAN],8.75%,1,2,2,10,1,1,1,4,5,1,5.39%,5.39%,3.37%,0,0,0,297,34.1,8.4
1,P24941,Cyclin-dependent kinase 2 OS=Homo sapiens GN=CDK2 PE=1 SV=2 - [CDK2_HUMAN],5.70%,1,1,1,4,1,1,1,1,1,2,5.70%,5.70%,5.70%,0,0,0,298,33.9,8.68
1,P38936,Cyclin-dependent kinase inhibitor 1 OS=Homo sapiens GN=CDKN1A PE=1 SV=3 - [CDN1A_HUMAN],7.93%,1,1,1,1,,1,,,1,,,7.93%,,,0,,164,18.1,8.37
1,Q9UKJ5,Cysteine-rich hydrophobic domain-containing protein 2 OS=Homo sapiens GN=CHIC2 PE=1 SV=1 - [CHIC2_HUMAN],7.27%,1,1,1,4,,1,1,,2,2,,7.27%,7.27%,,0,0,165,19.2,6.73
1,Q9UPY5,Cystine/glutamate transporter OS=Homo sapiens GN=SLC7A11 PE=1 SV=1 - [XCT_HUMAN],3.99%,1,1,1,1,,,1,,,1,,,3.99%,,,0,501,55.4,9.19
1,P14854,Cytochrome c oxidase subunit 6B1 OS=Homo sapiens GN=COX6B1 PE=1 SV=2 - [CX6B1_HUMAN],12.79%,1,1,1,2,,1,1,,1,1,,12.79%,12.79%,,0,0,86,10.2,7.05
1,Q14204,Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5 - [DYHC1_HUMAN],0.82%,1,4,4,4,,2,2,,2,2,,0.43%,0.39%,,0,0,4646,532.1,6.4
1,Q8TCX1,Cytoplasmic dynein 2 light intermediate chain 1 OS=Homo sapiens GN=DYNC2LI1 PE=1 SV=1 - [DC2L1_HUMAN],2.28%,1,1,1,1,,,1,,,1,,,2.28%,,,0,351,39.6,7.53
1,O00154,Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens GN=ACOT7 PE=1 SV=3 - [BACH_HUMAN],4.21%,1,1,1,1,,1,,,1,,,4.21%,,,0,,380,41.8,8.54
1,Q9UPW5,Cytosolic carboxypeptidase 1 OS=Homo sapiens GN=AGTPBP1 PE=1 SV=3 - [CBPC1_HUMAN],1.22%,1,1,1,1,,1,,,1,,,1.22%,,,0,,1226,138.4,6.15
1,Q9UP65,Cytosolic phospholipase A2 gamma OS=Homo sapiens GN=PLA2G4C PE=1 SV=2 - [PA24C_HUMAN],2.03%,1,1,1,1,,1,,,1,,,2.03%,,,0,,541,60.9,6.93
1,Q5M775,Cytospin-B OS=Homo sapiens GN=SPECC1 PE=1 SV=1 - [CYTSB_HUMAN],1.87%,1,1,1,1,,1,,,1,,,1.87%,,,0,,1068,118.5,6.7
1,O43175,D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4 - [SERA_HUMAN],5.44%,1,2,2,4,,2,1,,3,1,,5.44%,3.75%,,0,0,533,56.6,6.71
1,Q5BKZ1,DBIRD complex subunit ZNF326 OS=Homo sapiens GN=ZNF326 PE=1 SV=2 - [ZN326_HUMAN],3.95%,1,1,1,1,,,1,,,1,,,3.95%,,,0,582,65.6,5.15
1,Q96GG9,DCN1-like protein 1 OS=Homo sapiens GN=DCUN1D1 PE=1 SV=1 - [DCNL1_HUMAN],9.27%,1,4,4,4,,1,3,,1,3,,3.47%,8.88%,,0,0,259,30.1,5.34
1,Q9BTE7,DCN1-like protein 5 OS=Homo sapiens GN=DCUN1D5 PE=1 SV=1 - [DCNL5_HUMAN],3.80%,1,1,1,1,,1,,,1,,,3.80%,,,0,,237,27.5,5.58
1,Q9H773,dCTP pyrophosphatase 1 OS=Homo sapiens GN=DCTPP1 PE=1 SV=1 - [DCTP1_HUMAN],7.65%,1,1,1,1,,,1,,,1,,,7.65%,,,0,170,18.7,5.03
1,Q5QP82,DDB1- and CUL4-associated factor 10 OS=Homo sapiens GN=DCAF10 PE=1 SV=1 - [DCA10_HUMAN],3.04%,1,1,1,1,1,,,1,,,3.04%,,,0,,,559,60.5,7.5
1,P53355,Death-associated protein kinase 1 OS=Homo sapiens GN=DAPK1 PE=1 SV=6 - [DAPK1_HUMAN],0.77%,1,1,1,1,,1,,,1,,,0.77%,,,0,,1430,159.9,6.83
1,Q9BTC0,Death-inducer obliterator 1 OS=Homo sapiens GN=DIDO1 PE=1 SV=5 - [DIDO1_HUMAN],0.49%,1,1,1,5,1,1,1,2,1,2,0.49%,0.49%,0.49%,0,0,0,2240,243.7,7.88
1,Q6UX07,Dehydrogenase/reductase SDR family member 13 OS=Homo sapiens GN=DHRS13 PE=2 SV=1 - [DHR13_HUMAN],5.57%,1,1,1,1,1,,,1,,,5.57%,,,0,,,377,40.8,7.69
1,P54886,Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens GN=ALDH18A1 PE=1 SV=2 - [P5CS_HUMAN],1.38%,1,1,1,1,,,1,,,1,,,1.38%,,,0,795,87.2,7.12
1,P33316,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens GN=DUT PE=1 SV=4 - [DUT_HUMAN]",4.76%,1,1,1,2,1,,1,1,,1,4.76%,,4.76%,0,,0,252,26.5,9.36
1,Q6ICB0,Desumoylating isopeptidase 1 OS=Homo sapiens GN=DESI1 PE=1 SV=1 - [DESI1_HUMAN],7.14%,1,1,1,1,,,1,,,1,,,7.14%,,,0,168,18.3,4.94
1,Q9Y295,Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens GN=DRG1 PE=1 SV=1 - [DRG1_HUMAN],4.36%,1,1,1,1,,1,,,1,,,4.36%,,,0,,367,40.5,8.9
1,O15228,Dihydroxyacetone phosphate acyltransferase OS=Homo sapiens GN=GNPAT PE=1 SV=1 - [GNPAT_HUMAN],2.06%,1,1,1,1,,1,,,1,,,2.06%,,,0,,680,77.1,6.57
1,Q13444,Disintegrin and metalloproteinase domain-containing protein 15 OS=Homo sapiens GN=ADAM15 PE=1 SV=4 - [ADA15_HUMAN],1.39%,1,1,1,1,,,1,,,1,,,1.39%,,,0,863,92.9,6.73
1,P78536,Disintegrin and metalloproteinase domain-containing protein 17 OS=Homo sapiens GN=ADAM17 PE=1 SV=1 - [ADA17_HUMAN],1.58%,1,1,1,1,,,1,,,1,,,1.58%,,,0,824,93,5.76
1,Q9H013,Disintegrin and metalloproteinase domain-containing protein 19 OS=Homo sapiens GN=ADAM19 PE=1 SV=3 - [ADA19_HUMAN],3.14%,1,1,1,1,,,1,,,1,,,3.14%,,,0,955,104.9,8.35
1,Q13443,Disintegrin and metalloproteinase domain-containing protein 9 OS=Homo sapiens GN=ADAM9 PE=1 SV=1 - [ADAM9_HUMAN],1.95%,1,1,1,1,1,,,1,,,1.95%,,,0,,,819,90.5,7.52
1,Q12959,Disks large homolog 1 OS=Homo sapiens GN=DLG1 PE=1 SV=2 - [DLG1_HUMAN],0.88%,1,1,1,1,,,1,,,1,,,0.88%,,,0,904,100.4,5.76
1,P26358,DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1 PE=1 SV=2 - [DNMT1_HUMAN],0.87%,1,1,1,1,,1,,,1,,,0.87%,,,0,,1616,183,7.75
1,Q16531,DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1 - [DDB1_HUMAN],1.58%,1,1,1,2,,1,1,,1,1,,1.58%,1.58%,,0,0,1140,126.9,5.26
1,P18887,DNA repair protein XRCC1 OS=Homo sapiens GN=XRCC1 PE=1 SV=2 - [XRCC1_HUMAN],4.27%,1,2,2,5,1,2,1,2,2,1,2.69%,4.27%,1.58%,0,0,0,633,69.4,6.39
1,P33991,DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=1 SV=5 - [MCM4_HUMAN],4.75%,1,3,3,4,,2,1,,2,2,,2.90%,1.85%,,0,0,863,96.5,6.74
1,P33992,DNA replication licensing factor MCM5 OS=Homo sapiens GN=MCM5 PE=1 SV=5 - [MCM5_HUMAN],1.09%,1,1,1,1,,1,,,1,,,1.09%,,,0,,734,82.2,8.37
1,Q14566,DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1 - [MCM6_HUMAN],4.51%,1,3,3,4,2,1,1,2,1,1,3.29%,1.46%,1.22%,0,0,0,821,92.8,5.41
1,P33993,DNA replication licensing factor MCM7 OS=Homo sapiens GN=MCM7 PE=1 SV=4 - [MCM7_HUMAN],7.09%,1,4,4,11,1,3,3,2,4,5,2.09%,5.15%,6.12%,0,0,0,719,81.3,6.46
1,P11388,DNA topoisomerase 2-alpha OS=Homo sapiens GN=TOP2A PE=1 SV=3 - [TOP2A_HUMAN],2.61%,1,3,3,13,2,1,2,3,2,8,1.76%,0.72%,1.89%,0,0,0,1531,174.3,8.72
1,Q02880,DNA topoisomerase 2-beta OS=Homo sapiens GN=TOP2B PE=1 SV=3 - [TOP2B_HUMAN],0.98%,1,1,1,1,,,1,,,1,,,0.98%,,,0,1626,183.2,8
1,P27695,DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens GN=APEX1 PE=1 SV=2 - [APEX1_HUMAN],6.29%,1,1,1,5,1,1,1,2,2,1,6.29%,6.29%,6.29%,0,0,0,318,35.5,8.12
1,P78527,DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3 - [PRKDC_HUMAN],1.87%,1,7,7,10,1,3,5,1,4,5,0.34%,0.80%,1.41%,0,0,0,4128,468.8,7.12
1,P30876,DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens GN=POLR2B PE=1 SV=1 - [RPB2_HUMAN],1.19%,1,1,1,1,1,,,1,,,1.19%,,,0,,,1174,133.8,6.87
1,P31689,DnaJ homolog subfamily A member 1 OS=Homo sapiens GN=DNAJA1 PE=1 SV=2 - [DNJA1_HUMAN],3.02%,1,1,1,1,,,1,,,1,,,3.02%,,,0,397,44.8,7.08
1,Q9NXW2,DnaJ homolog subfamily B member 12 OS=Homo sapiens GN=DNAJB12 PE=1 SV=4 - [DJB12_HUMAN],4.00%,1,1,1,1,,,1,,,1,,,4.00%,,,0,375,41.8,8.53
1,Q9UDY4,DnaJ homolog subfamily B member 4 OS=Homo sapiens GN=DNAJB4 PE=1 SV=1 - [DNJB4_HUMAN],4.15%,1,1,1,2,,1,1,,1,1,,4.15%,4.15%,,0,0,337,37.8,8.5
1,Q99543,DnaJ homolog subfamily C member 2 OS=Homo sapiens GN=DNAJC2 PE=1 SV=4 - [DNJC2_HUMAN],1.93%,1,1,1,1,,1,,,1,,,1.93%,,,0,,621,72,8.7
1,Q9H3Z4,DnaJ homolog subfamily C member 5 OS=Homo sapiens GN=DNAJC5 PE=1 SV=1 - [DNJC5_HUMAN],16.16%,1,2,2,2,,2,,,2,,,16.16%,,,0,,198,22.1,5.07
1,P55265,Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens GN=ADAR PE=1 SV=4 - [DSRAD_HUMAN],1.55%,1,1,1,1,,,1,,,1,,,1.55%,,,0,1226,136,8.65
1,P50570,Dynamin-2 OS=Homo sapiens GN=DNM2 PE=1 SV=2 - [DYN2_HUMAN],2.53%,1,2,2,2,,1,1,,1,1,,1.26%,1.26%,,0,0,870,98,7.44
1,Q86Y56,"Dynein assembly factor 5, axonemal OS=Homo sapiens GN=DNAAF5 PE=1 SV=4 - [DAAF5_HUMAN]",1.29%,1,1,1,1,,,1,,,1,,,1.29%,,,0,855,93.5,6.42
1,Q96DT5,"Dynein heavy chain 11, axonemal OS=Homo sapiens GN=DNAH11 PE=1 SV=4 - [DYH11_HUMAN]",0.33%,1,1,1,1,,,1,,,1,,,0.33%,,,0,4516,520,6.44
1,Q9UFH2,"Dynein heavy chain 17, axonemal OS=Homo sapiens GN=DNAH17 PE=1 SV=2 - [DYH17_HUMAN]",0.25%,1,1,1,1,,1,,,1,,,0.25%,,,0,,4485,511.5,5.77
1,Q13474,Dystrophin-related protein 2 OS=Homo sapiens GN=DRP2 PE=2 SV=2 - [DRP2_HUMAN],1.15%,1,1,1,1,,,1,,,1,,,1.15%,,,0,957,107.9,6.23
1,Q56P03,E2F-associated phosphoprotein OS=Homo sapiens GN=EAPP PE=1 SV=4 - [EAPP_HUMAN],7.37%,1,1,1,1,,,1,,,1,,,7.37%,,,0,285,32.7,5.12
1,Q9UII4,E3 ISG15--protein ligase HERC5 OS=Homo sapiens GN=HERC5 PE=1 SV=2 - [HERC5_HUMAN],1.76%,1,1,1,6,1,1,1,2,1,3,1.76%,1.76%,1.76%,0,0,0,1024,116.8,7.65
1,P49792,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2 - [RBP2_HUMAN],0.37%,1,1,1,1,,1,,,1,,,0.37%,,,0,,3224,358,6.2
1,Q9Y4X5,E3 ubiquitin-protein ligase ARIH1 OS=Homo sapiens GN=ARIH1 PE=1 SV=2 - [ARI1_HUMAN],5.92%,1,2,2,5,,2,1,,3,2,,5.92%,3.05%,,0,0,557,64.1,5.08
1,Q9ULT8,E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens GN=HECTD1 PE=1 SV=3 - [HECD1_HUMAN],2.15%,1,3,3,3,,1,2,,1,2,,0.77%,1.38%,,0,0,2610,289.2,5.35
1,Q7Z6Z7,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3 - [HUWE1_HUMAN],0.98%,1,4,4,8,2,1,3,2,2,4,0.25%,0.23%,0.96%,0,0,0,4374,481.6,5.22
1,Q96J02,E3 ubiquitin-protein ligase Itchy homolog OS=Homo sapiens GN=ITCH PE=1 SV=2 - [ITCH_HUMAN],5.09%,1,2,2,3,2,,,3,,,5.09%,,,0,,,903,102.7,6.3
1,O60291,E3 ubiquitin-protein ligase MGRN1 OS=Homo sapiens GN=MGRN1 PE=1 SV=2 - [MGRN1_HUMAN],7.25%,1,2,2,5,2,1,1,3,1,1,7.25%,4.89%,4.89%,0,0,0,552,60.7,5.15
1,Q86YT6,E3 ubiquitin-protein ligase MIB1 OS=Homo sapiens GN=MIB1 PE=1 SV=1 - [MIB1_HUMAN],4.08%,1,3,3,5,1,2,1,2,2,1,1.49%,2.58%,1.49%,0,0,0,1006,110.1,6.92
1,Q96AX9,E3 ubiquitin-protein ligase MIB2 OS=Homo sapiens GN=MIB2 PE=1 SV=3 - [MIB2_HUMAN],2.37%,1,1,1,1,1,,,1,,,2.37%,,,0,,,1013,109.9,8.44
1,Q96PU5,E3 ubiquitin-protein ligase NEDD4-like OS=Homo sapiens GN=NEDD4L PE=1 SV=2 - [NED4L_HUMAN],4.10%,1,2,2,5,,1,2,,1,4,,2.26%,4.10%,,0,0,975,111.9,5.82
1,Q9NS91,E3 ubiquitin-protein ligase RAD18 OS=Homo sapiens GN=RAD18 PE=1 SV=2 - [RAD18_HUMAN],5.66%,1,2,2,6,1,1,2,2,2,2,3.03%,3.03%,5.66%,0,0,0,495,56.2,7.58
1,Q9Y508,E3 ubiquitin-protein ligase RNF114 OS=Homo sapiens GN=RNF114 PE=1 SV=1 - [RN114_HUMAN],4.82%,1,1,1,1,,,1,,,1,,,4.82%,,,0,228,25.7,7.25
1,Q5XPI4,E3 ubiquitin-protein ligase RNF123 OS=Homo sapiens GN=RNF123 PE=1 SV=1 - [RN123_HUMAN],0.53%,1,1,1,1,,1,,,1,,,0.53%,,,0,,1314,148.4,6.74
1,Q9H6Y7,E3 ubiquitin-protein ligase RNF167 OS=Homo sapiens GN=RNF167 PE=1 SV=1 - [RN167_HUMAN],3.43%,1,2,2,2,1,1,,1,1,,3.43%,3.14%,,0,0,,350,38.3,5.63
1,Q96GF1,E3 ubiquitin-protein ligase RNF185 OS=Homo sapiens GN=RNF185 PE=1 SV=1 - [RN185_HUMAN],6.25%,1,1,1,1,,1,,,1,,,6.25%,,,0,,192,20.4,6.52
1,Q96EP0,E3 ubiquitin-protein ligase RNF31 OS=Homo sapiens GN=RNF31 PE=1 SV=1 - [RNF31_HUMAN],2.24%,1,1,1,1,,,1,,,1,,,2.24%,,,0,1072,119.6,6.57
1,Q99942,E3 ubiquitin-protein ligase RNF5 OS=Homo sapiens GN=RNF5 PE=1 SV=1 - [RNF5_HUMAN],16.11%,1,2,2,2,,,2,,,2,,,16.11%,,,0,180,19.9,6.65
1,O94874,E3 UFM1-protein ligase 1 OS=Homo sapiens GN=UFL1 PE=1 SV=2 - [UFL1_HUMAN],2.02%,1,1,1,1,,,1,,,1,,,2.02%,,,0,794,89.5,6.79
1,Q15075,Early endosome antigen 1 OS=Homo sapiens GN=EEA1 PE=1 SV=2 - [EEA1_HUMAN],0.99%,1,1,1,2,,1,,,2,,,0.99%,,,0,,1411,162.4,5.68
1,Q92616,eIF-2-alpha kinase activator GCN1 OS=Homo sapiens GN=GCN1 PE=1 SV=6 - [GCN1_HUMAN],1.46%,1,2,2,4,1,1,1,1,2,1,0.94%,0.52%,0.94%,0,0,0,2671,292.6,7.47
1,Q15717,ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2 - [ELAV1_HUMAN],4.29%,1,1,1,1,,,1,,,1,,,4.29%,,,0,326,36.1,9.17
1,P68104,Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1 - [EF1A1_HUMAN],19.48%,3,7,7,15,2,5,5,2,5,8,4.55%,11.26%,15.58%,0,0,0,462,50.1,9.01
1,P26641,Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3 - [EF1G_HUMAN],3.89%,1,2,2,6,,2,2,,3,3,,3.89%,3.89%,,0,0,437,50.1,6.67
1,P13639,Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4 - [EF2_HUMAN],16.08%,1,11,11,30,5,9,6,8,12,10,7.23%,12.35%,10.37%,0,0,0,858,95.3,6.83
1,P49411,"Elongation factor Tu, mitochondrial OS=Homo sapiens GN=TUFM PE=1 SV=2 - [EFTU_HUMAN]",6.86%,1,2,2,3,1,,1,2,,1,3.32%,,3.54%,0,,0,452,49.5,7.61
1,Q9NR46,Endophilin-B2 OS=Homo sapiens GN=SH3GLB2 PE=1 SV=1 - [SHLB2_HUMAN],3.80%,1,1,1,1,,,1,,,1,,,3.80%,,,0,395,43.9,5.99
1,P14625,Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1 - [ENPL_HUMAN],5.73%,2,5,5,11,1,3,4,2,5,4,1.99%,2.86%,5.73%,0,0,0,803,92.4,4.84
1,Q96F86,Enhancer of mRNA-decapping protein 3 OS=Homo sapiens GN=EDC3 PE=1 SV=1 - [EDC3_HUMAN],3.35%,1,1,1,1,,,1,,,1,,,3.35%,,,0,508,56,7.11
1,P84090,Enhancer of rudimentary homolog OS=Homo sapiens GN=ERH PE=1 SV=1 - [ERH_HUMAN],16.35%,1,1,1,1,,1,,,1,,,16.35%,,,0,,104,12.3,5.92
1,Q9H0I2,Enkurin domain-containing protein 1 OS=Homo sapiens GN=ENKD1 PE=1 SV=1 - [ENKD1_HUMAN],5.49%,1,1,1,1,,,1,,,1,,,5.49%,,,0,346,38.7,9.8
1,Q15375,Ephrin type-A receptor 7 OS=Homo sapiens GN=EPHA7 PE=1 SV=3 - [EPHA7_HUMAN],1.30%,1,1,1,1,,1,,,1,,,1.30%,,,0,,998,112,5.8
1,Q9UBC2,Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1 - [EP15R_HUMAN],4.51%,1,3,3,4,,2,1,,3,1,,3.36%,1.50%,,0,0,864,94.2,5.11
1,P58107,Epiplakin OS=Homo sapiens GN=EPPK1 PE=1 SV=2 - [EPIPL_HUMAN],1.28%,1,1,1,1,,1,,,1,,,1.28%,,,0,,5090,555.3,5.6
1,P16422,Epithelial cell adhesion molecule OS=Homo sapiens GN=EPCAM PE=1 SV=2 - [EPCAM_HUMAN],3.50%,1,1,1,1,,,1,,,1,,,3.50%,,,0,314,34.9,7.46
1,Q6NXG1,Epithelial splicing regulatory protein 1 OS=Homo sapiens GN=ESRP1 PE=1 SV=2 - [ESRP1_HUMAN],1.17%,1,1,1,1,,,1,,,1,,,1.17%,,,0,681,75.5,6.68
1,Q9Y6I3,Epsin-1 OS=Homo sapiens GN=EPN1 PE=1 SV=2 - [EPN1_HUMAN],3.47%,1,2,2,3,1,2,,1,2,,2.95%,3.47%,,0,0,,576,60.3,4.83
1,O95208,Epsin-2 OS=Homo sapiens GN=EPN2 PE=1 SV=3 - [EPN2_HUMAN],1.72%,1,1,1,1,,,1,,,1,,,1.72%,,,0,641,68.4,7.52
1,Q99808,Equilibrative nucleoside transporter 1 OS=Homo sapiens GN=SLC29A1 PE=1 SV=3 - [S29A1_HUMAN],7.89%,1,3,3,8,3,1,2,5,1,2,7.89%,3.29%,6.80%,0,0,0,456,50.2,8.29
1,Q8N766,ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1 PE=1 SV=1 - [EMC1_HUMAN],4.13%,1,2,2,2,1,1,,1,1,,2.52%,1.61%,,0,0,,993,111.7,7.66
1,O75477,Erlin-1 OS=Homo sapiens GN=ERLIN1 PE=1 SV=1 - [ERLN1_HUMAN],6.94%,1,1,1,1,,1,,,1,,,6.94%,,,0,,346,38.9,7.87
1,O94905,Erlin-2 OS=Homo sapiens GN=ERLIN2 PE=1 SV=1 - [ERLN2_HUMAN],7.08%,1,1,1,1,1,,,1,,,7.08%,,,0,,,339,37.8,5.62
1,Q3B7T1,Erythroid differentiation-related factor 1 OS=Homo sapiens GN=EDRF1 PE=1 SV=1 - [EDRF1_HUMAN],1.37%,1,1,1,1,,1,,,1,,,1.37%,,,0,,1238,138.4,6.33
1,Q8WZ82,Esterase OVCA2 OS=Homo sapiens GN=OVCA2 PE=1 SV=1 - [OVCA2_HUMAN],4.85%,1,1,1,1,,1,,,1,,,4.85%,,,0,,227,24.4,6.89
1,O00418,Eukaryotic elongation factor 2 kinase OS=Homo sapiens GN=EEF2K PE=1 SV=2 - [EF2K_HUMAN],1.79%,1,1,1,1,,,1,,,1,,,1.79%,,,0,725,82.1,5.33
1,P60842,Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1 - [IF4A1_HUMAN],15.02%,3,4,4,8,1,1,4,1,2,5,3.94%,3.94%,15.02%,0,0,0,406,46.1,5.48
1,P15170,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens GN=GSPT1 PE=1 SV=1 - [ERF3A_HUMAN],3.81%,2,2,2,2,,1,1,,1,1,,1.60%,2.20%,,0,0,499,55.7,5.62
1,P62495,Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens GN=ETF1 PE=1 SV=3 - [ERF1_HUMAN],5.72%,1,2,2,2,,,2,,,2,,,5.72%,,,0,437,49,5.71
1,P47813,"Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens GN=EIF1AX PE=1 SV=2 - [IF1AX_HUMAN]",15.97%,2,2,2,2,,1,1,,1,1,,8.33%,7.64%,,0,0,144,16.5,5.24
1,P05198,Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens GN=EIF2S1 PE=1 SV=3 - [IF2A_HUMAN],2.22%,1,1,1,1,,1,,,1,,,2.22%,,,0,,315,36.1,5.08
1,P20042,Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens GN=EIF2S2 PE=1 SV=2 - [IF2B_HUMAN],2.70%,1,1,1,1,,1,,,1,,,2.70%,,,0,,333,38.4,5.8
1,Q14152,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1 - [EIF3A_HUMAN],1.01%,1,1,1,1,,,1,,,1,,,1.01%,,,0,1382,166.5,6.79
1,P55884,Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens GN=EIF3B PE=1 SV=3 - [EIF3B_HUMAN],1.47%,1,1,1,1,,,1,,,1,,,1.47%,,,0,814,92.4,5
1,Q99613,Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1 - [EIF3C_HUMAN],2.85%,2,1,1,1,,1,,,1,,,2.85%,,,0,,913,105.3,5.68
1,O15371,Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1 - [EIF3D_HUMAN],5.11%,1,2,2,2,,1,1,,1,1,,3.65%,1.46%,,0,0,548,63.9,6.05
1,P60228,Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens GN=EIF3E PE=1 SV=1 - [EIF3E_HUMAN],2.92%,1,1,1,2,,1,1,,1,1,,2.92%,2.92%,,0,0,445,52.2,6.04
1,O75821,Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens GN=EIF3G PE=1 SV=2 - [EIF3G_HUMAN],7.81%,1,2,2,5,,2,1,,3,2,,7.81%,2.81%,,0,0,320,35.6,6.13
1,Q13347,Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens GN=EIF3I PE=1 SV=1 - [EIF3I_HUMAN],3.69%,1,1,1,1,1,,,1,,,3.69%,,,0,,,325,36.5,5.64
1,Q9Y262,Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens GN=EIF3L PE=1 SV=1 - [EIF3L_HUMAN],5.14%,1,2,2,4,1,1,2,1,1,2,3.01%,3.01%,5.14%,0,0,0,564,66.7,6.34
1,Q7L2H7,Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens GN=EIF3M PE=1 SV=1 - [EIF3M_HUMAN],10.16%,1,2,2,3,,2,,,3,,,10.16%,,,0,,374,42.5,5.63
1,O43432,Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=1 SV=2 - [IF4G3_HUMAN],0.63%,1,1,1,1,,,1,,,1,,,0.63%,,,0,1585,176.5,5.38
1,P06730,Eukaryotic translation initiation factor 4E OS=Homo sapiens GN=EIF4E PE=1 SV=2 - [IF4E_HUMAN],3.23%,2,1,1,1,,,1,,,1,,,3.23%,,,0,217,25.1,6.15
1,Q15056,Eukaryotic translation initiation factor 4H OS=Homo sapiens GN=EIF4H PE=1 SV=5 - [IF4H_HUMAN],9.27%,1,1,1,1,,1,,,1,,,9.27%,,,0,,248,27.4,7.23
1,P63241,Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens GN=EIF5A PE=1 SV=2 - [IF5A1_HUMAN],27.92%,3,3,3,5,1,1,3,1,1,3,7.79%,7.79%,27.92%,0,0,0,154,16.8,5.24
1,P56537,Eukaryotic translation initiation factor 6 OS=Homo sapiens GN=EIF6 PE=1 SV=1 - [IF6_HUMAN],17.14%,1,2,2,2,1,1,,1,1,,7.35%,9.80%,,0,0,,245,26.6,4.68
1,P43003,Excitatory amino acid transporter 1 OS=Homo sapiens GN=SLC1A3 PE=1 SV=1 - [EAA1_HUMAN],4.06%,1,2,2,2,,2,,,2,,,4.06%,,,0,,542,59.5,8.41
1,Q96A65,Exocyst complex component 4 OS=Homo sapiens GN=EXOC4 PE=1 SV=1 - [EXOC4_HUMAN],1.13%,1,1,1,1,,,1,,,1,,,1.13%,,,0,974,110.4,6.49
1,O14980,Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1 - [XPO1_HUMAN],1.12%,1,1,1,1,,,1,,,1,,,1.12%,,,0,1071,123.3,6.06
